epoch,accuracy,loss,val_accuracy,val_loss
0,0.8094998002052307,0.8658965826034546,0.9552884697914124,0.3056255280971527
1,0.9694403409957886,0.24017131328582764,0.9810096025466919,0.16664519906044006
2,0.986432671546936,0.1430484801530838,0.9836538434028625,0.12662015855312347
3,0.9915303587913513,0.10044620931148529,0.9908654093742371,0.0855560451745987
4,0.9937606453895569,0.0771479681134224,0.9896634817123413,0.08283893764019012
5,0.9965749979019165,0.05954807996749878,0.9932692050933838,0.05519279092550278
6,0.9946367740631104,0.05800658464431763,0.9939903616905212,0.051929596811532974
7,0.9969998002052307,0.04396311566233635,0.9935095906257629,0.05261571705341339
8,0.995805025100708,0.04508010298013687,0.9911057949066162,0.05566735565662384
9,0.9953005313873291,0.0463099367916584,0.9927884340286255,0.04722648859024048
10,0.9992035031318665,0.027369104325771332,0.9939903616905212,0.03973381221294403
11,0.9939730167388916,0.04528690502047539,0.9956730604171753,0.03635720908641815
12,0.9962032437324524,0.03435555472970009,0.9939903616905212,0.03851650282740593
13,0.9954863786697388,0.03752957656979561,0.9887019395828247,0.05354757979512215
14,0.9964953064918518,0.03215784952044487,0.9966346025466919,0.025150258094072342
15,0.9990972876548767,0.02102980948984623,0.9956730604171753,0.032307595014572144
16,0.9928313493728638,0.04365568980574608,0.9961538314819336,0.032240014523267746
17,0.9981414675712585,0.02425292134284973,0.9975961446762085,0.02652784064412117
18,0.9983273148536682,0.021285269409418106,0.9961538314819336,0.0291303601115942
19,0.9935482144355774,0.0384480319917202,0.9966346025466919,0.028092917054891586
20,0.9974246025085449,0.025386467576026917,0.9937499761581421,0.03424815833568573
21,0.9971590638160706,0.025588639080524445,0.9879807829856873,0.061462078243494034
22,0.9966015219688416,0.02861255407333374,0.9966346025466919,0.025223979726433754
23,0.9951146841049194,0.03133254125714302,0.9911057949066162,0.04501451924443245
24,0.9966811537742615,0.02663651667535305,0.9956730604171753,0.030510419979691505
25,0.9989379644393921,0.017259802669286728,0.9973557591438293,0.022753385826945305
26,0.9931765198707581,0.03784290701150894,0.9956730604171753,0.030969468876719475
27,0.9977431893348694,0.021861176937818527,0.9971153736114502,0.020816242322325706
28,0.9983538389205933,0.018542977049946785,0.9947115182876587,0.03073028475046158
29,0.996362566947937,0.025740593671798706,0.9942307472229004,0.03490487113595009
